tool		SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025	SPF Thu Nov 20 01:30:44 PM MST 2025
securibench/Session3.yml	true	true	5.740649	1.7094554340000059	144.617472	true	7.014477	2.0310209980000025	156.643328
securibench/Datastructures2.yml	true	true	5.663792	1.6567057179999836	147.111936	true	6.743905	1.982642253999984	159.113216
securibench/Inter12.yml	true	true	6.354559	1.7222789799999987	146.247680	true	7.255024	1.9888638950000086	157.548544
securibench/Basic5.yml	true	true	9.416945	2.31117063100001	262.168576	true	15.95365	11.062706879000018	186.568704
securibench/Arrays3.yml	true	true	5.73867	1.7206943460000161	146.665472	true	6.686212	2.0038610839999933	157.638656
securibench/Collections4.yml	true	true	5.975038	1.750723057000016	145.113088	true	6.776165	1.947756690999995	155.717632
securibench/Aliasing1.yml	true	true	5.708492	1.7511402250000003	148.926464	true	6.80026	1.8820038339999883	161.390592
securibench/Collections6.yml	true	true	5.805007	1.7177681809999967	151.420928	true	6.573829	1.7149120939999989	153.374720
securibench/Factories1.yml	true	true	5.999497	1.7222511570000165	163.393536	true	15.25555	10.51684657300001	188.653568
securibench/Aliasing4.yml	true	true	6.686199	1.828475204	176.459776	true	6.536879	1.7920932620000087	156.508160
securibench/Inter3.yml	true	true	11.282088	3.4315454979999913	393.498624	true	6.626911	1.7911503379999942	163.692544
securibench/Refl1.yml	true	true	5.65615	1.6516005279999888	144.953344	true	6.059595	1.4552308039999957	162.230272
securibench/Session1.yml	true	true	5.790936	1.6989321419999897	143.798272	true	6.181707	1.5395189369999969	157.855744
securibench/Collections2.yml	true	true	5.782314	1.7203340109999772	148.434944	true	6.08716	1.5179912849999937	157.630464
securibench/Basic16.yml	true	true	6.597129	1.8342215259999932	140.955648	true	6.395218	1.5729723890000002	156.344320
securibench/Arrays4.yml	true	true	6.811373	1.9720020139999974	158.924800	true	6.082977	1.542091589999984	163.680256
securibench/Basic11.yml	true	true	7.846016	2.2448924110000235	172.572672	true	21.294906	16.735728681000012	184.938496
securibench/Arrays2.yml	true	true	7.135957	2.1179481670000087	146.497536	true	6.161059	1.562971355000002	150.654976
securibench/Inter14.yml	true	true	9.015959	2.4711290340000005	227.020800	true	6.566916	1.9043204250000088	171.819008
securibench/Collections13.yml	true	true	6.847093	2.0381546329999765	141.029376	true	6.04742	1.48988997699999	160.673792
securibench/Arrays1.yml	true	true	6.951315	1.9833767599999987	147.640320	true	6.622	1.7845124629999987	155.602944
securibench/Basic32.yml	true	true	6.552591	1.9708011360000057	141.770752	true	6.721611	1.7961336070000016	163.704832
securibench/Inter8.yml	true	true	6.771728	1.9712181259999966	145.440768	true	6.560551	1.8096886369999936	154.431488
securibench/Basic19.yml	true	TIMEOUT	34.318218	9.78962095899999	986.902528	true	6.251565	1.6948855089999881	137.760768
securibench/Basic18.yml	true	true	8.61346	2.2701282849999984	201.117696	true	7.163863	1.9914568490000022	201.728000
securibench/Collections9.yml	false	false	7.430669	2.1577820779999968	137.494528	false	6.584527	1.7686813880000045	162.607104
securibench/Inter5.yml	true	true	7.30453	1.9415068450000206	151.597056	true	14.03266	9.188308925000001	189.071360
securibench/Basic3.yml	true	true	7.007026	1.9529799519999926	159.617024	true	14.161885	9.097181696999996	189.960192
securibench/Factories2.yml	true	true	6.798565	1.905963268999983	137.273344	true	6.785292	1.8166739549999988	157.401088
securibench/Arrays9.yml	true	true	6.445753	2.026113070000008	143.138816	true	5.968502	1.3413422050000179	166.252544
securibench/Refl4.yml	true	true	6.836308	2.187561800999987	144.068608	true	5.499782	1.2160506409999812	156.688384
securibench/Pred9.yml	true	true	5.604946	2.1482302779999998	119.095296	true	5.481329	1.3110793030000139	155.439104
securibench/Arrays10.yml	false	false	6.196079	1.8955110569999931	134.733824	false	5.500966	1.2642993000000047	148.008960
securibench/Collections12.yml	true	true	6.930108	1.9317031630000088	143.822848	true	5.318409	1.287146382000003	152.903680
securibench/Inter4.yml	true	true	7.095953	1.89739445699999	141.090816	true	6.717484	1.9232067849999908	155.111424
securibench/Basic35.yml	true	true	9.240377	2.6182979870000054	251.269120	true	7.351976	2.522585835000001	161.148928
securibench/Arrays7.yml	true	true	6.907125	2.274175745000008	137.863168	true	6.952323	1.9766740809999988	164.921344
securibench/Datastructures5.yml	true	true	7.9861	2.429622690000002	156.680192	true	16.017159	11.280863051999972	191.606784
securibench/Collections7.yml	true	true	6.992259	2.0173015609999823	142.213120	true	6.4612	1.7030772429999956	157.859840
securibench/Inter1.yml	true	true	6.985337	1.9538760490000016	145.829888	true	6.402687	1.7024916940000026	155.246592
securibench/Inter2.yml	true	true	7.29175	2.0783076399999914	153.362432	true	6.489425	1.7151343440000062	156.889088
securibench/Arrays6.yml	true	true	7.184824	2.0620041290000017	145.346560	true	6.606299	1.7910191019999786	160.563200
securibench/Inter11.yml	true	true	7.2397	2.0040104839999913	161.153024	true	15.499664	10.676713640000003	184.700928
securibench/Inter6.yml	true	true	6.86731	1.977732470999996	142.430208	true	6.345307	1.7539268529999958	150.360064
securibench/Arrays8.yml	true	true	7.090496	2.0180939669999987	151.175168	true	5.978965	1.5135628879999956	166.404096
securibench/Session2.yml	true	true	7.250596	2.0682539059999954	151.867392	true	6.160936	1.5061511769999925	154.476544
securibench/Datastructures3.yml	true	true	6.746336	1.9623922870000001	146.747392	true	6.015491	1.5116676940000104	155.037696
securibench/Basic15.yml	true	true	7.70548	2.1337239779999777	174.817280	true	6.239805	1.5675288090000095	157.331456
securibench/Inter7.yml	true	true	7.256293	2.019480345000005	147.849216	true	6.334086	1.5435721950000243	151.314432
securibench/Basic1.yml	true	true	7.161256	2.0765070840000135	153.382912	true	6.428929	1.5184970690000057	164.589568
securibench/Basic10.yml	true	true	7.066044	2.005669517000001	140.034048	true	6.119451	1.5521280739999952	157.458432
securibench/Datastructures6.yml	true	true	10.617438	2.8737996129999885	391.204864	true	9.571179	2.4623910509999973	397.082624
securibench/Refl3.yml	true	true	7.292008	2.1454184899999973	148.668416	true	6.548278	1.8791862480000248	151.998464
securibench/Pred5.yml	true	true	7.107613	2.1176537640000106	146.112512	true	6.642138	1.7756439709999938	157.270016
securibench/Collections5.yml	true	true	6.822741	2.004106286999985	147.341312	true	6.71124	1.8335708040000043	158.228480
securibench/Basic34.yml	true	true	7.366485	2.009862045999995	149.123072	true	6.839898	1.88771574499998	154.411008
securibench/Basic30.yml	true	true	6.860874	1.9906301240000062	144.019456	true	6.727383	1.9327564280000047	158.384128
securibench/Inter13.yml	true	true	7.315472	2.090739912999993	160.956416	true	6.909509	1.9534649750000028	173.879296
securibench/Basic31.yml	true	true	7.464647	2.0628078720000076	155.029504	true	6.89954	1.8302752720000228	158.773248
jbmc-regression/StringValueOf10.yml	true	true	3.606735	1.191101233000012	134.209536	true	3.260167	1.2547370470000203	143.745024
jbmc-regression/StringBuilderChars02.yml	true	true	3.227695	1.1358526730000165	137.859072	true	3.728553	1.2337426490000212	149.565440
jbmc-regression/StringStartEnd02.yml	true	true	3.283766	1.1609392460000265	129.617920	true	3.120116	1.2165674780000018	139.214848
jbmc-regression/StringStartEnd03.yml	true	true	3.736253	1.2190978200000018	151.412736	true	3.331899	1.1465789949999987	148.332544
jbmc-regression/CharSequenceToString.yml	true	true	3.040428	1.098100364000004	143.118336	true	3.142333	1.1552565830000106	155.131904
jbmc-regression/StringBuilderChars06.yml	true	true	3.15599	1.1542779979999978	132.075520	true	3.083091	1.1147531940000022	149.630976
jbmc-regression/StringConcatenation04.yml	true	true	3.536369	1.1829921149999905	132.804608	true	3.261964	1.125635614999993	143.945728
jbmc-regression/StringBuilderCapLen02.yml	true	true	3.836969	1.2373279830000001	179.224576	true	3.024192	1.0539321949999874	144.998400
jbmc-regression/StringContains02.yml	true	true	3.355936	1.1593068610000046	133.136384	true	2.930817	1.071822425999983	133.447680
jbmc-regression/StringConstructors04.yml	true	true	2.891863	1.0619757269999752	124.297216	true	3.005598	1.0481746470000246	154.488832
jbmc-regression/StringConstructors02.yml	true	true	2.81311	0.9965417390000084	127.180800	true	2.819842	1.0585529369999733	133.947392
jbmc-regression/StringContains01.yml	true	true	3.426566	1.185113470999994	132.083712	true	2.948681	1.046437155999996	142.524416
jbmc-regression/bug-test-gen-095.yml	true	true	3.332545	1.1268248159999814	132.018176	true	2.871372	1.079143450999993	132.243456
jbmc-regression/StringConcatenation03.yml	true	true	9.642054	2.1688754600000095	297.373696	true	2.952729	1.0918475700000272	133.869568
jbmc-regression/StringConcatenation02.yml	true	true	3.647738	1.2752176660000032	139.403264	true	2.929165	1.0210168440000018	141.221888
jbmc-regression/StringConcatenation01.yml	true	true	4.298583	1.4646593349999932	157.892608	true	3.244815	1.1840990199999908	143.900672
jbmc-regression/StringConstructors03.yml	true	true	3.343487	1.2526329989999851	131.272704	true	3.228745	1.1108183020000126	143.654912
jbmc-regression/StringConstructors05.yml	true	true	3.300323	1.1291561609999974	139.063296	true	3.149853	1.1109049439999978	149.520384
strings-MAS/UpperCaseTest.yml	true	true	3.30529	1.193134093999987	126.717952	true	5.826128	3.657811873000014	162.406400
strings-MAS/ReplaceTest.yml	true	true	5.135355	1.5185769520000179	228.667392	true	3.248829	1.1047411899999986	147.234816
strings-MAS/IsEmptyTest.yml	true	true	7.189891	1.7633667629999934	287.956992	true	3.284123	1.3130773659999875	156.254208
strings-MAS/ValueOfTest.yml	true	true	4.209391	1.458141893000004	150.007808	true	3.405709	1.1570779170000094	151.105536
strings-MAS/ReverseTest.yml	true	TIMEOUT	30.619977	17.876537990999992	528.572416	true	3.556767	1.8312203030000092	140.578816
strings-MAS/TrimTest.yml	true	true	4.124147	1.4492975180000087	140.898304	unknown	2.6835	0.9595325310000078	135.974912
strings-MAS/DeleteTest.yml	true	true	3.74751	1.4276232749999735	137.076736	true	2.80399	0.9981629510000118	134.230016
strings-MAS/HelloWorld.yml	true	true	3.721646	1.3779871879999916	130.318336	true	2.566859	0.9208490150000159	132.542464
strings-MAS/ContainsTest.yml	true	true	10.897858	4.908182192999988	467.664896	TIMEOUT	30.464931	28.283728604999993	216.293376
strings-MAS/InsertTest.yml	true	true	6.632708	1.8384024879999856	264.351744	true	3.603678	1.2718501270000218	153.571328
strings-MAS/LowerCaseTest.yml	true	true	3.770458	1.2472234870000136	146.669568	true	5.610211	3.6915700540000103	148.377600
strings-MAS/StartsWithTest.yml	true	true	3.597714	1.0845043699999906	156.737536	true	3.334154	1.192003308000011	150.544384
strings-MAS/EndsWithTest.yml	true	true	4.558291	1.2193586110000183	205.000704	true	3.018372	1.0368673899999976	150.265856
strings-MAS/ConcatTest.yml	true	true	4.313535	1.2410022150000088	202.387456	true	2.786154	0.9148149979999971	146.522112
strings-MAS/CharAtTest.yml	true	true	3.45982	1.146481279999989	167.350272	true	2.826447	0.940207756999996	169.144320
spf/ExSymExeStrings03.yml	false	false	2.996848	0.9760399070000005	137.719808	unknown	2.548757	0.8677262130000258	138.547200
spf/ExSymExeStrings07.yml	true	true	3.242023	1.1147036010000022	155.353088	true	2.835772	0.9694977210000388	166.424576
spf/ExSymExeStrings09.yml	true	true	3.955335	1.1640925220000042	165.670912	true	3.403019	1.2354353840000272	144.130048
spf/ExSymExeStrings10.yml	true	true	2.832553	1.0453609209999968	119.005184	true	2.710652	1.0069713899999897	133.885952
spf/ExSymExeStrings11.yml	true	true	2.827502	1.0280312749999894	118.153216	unknown	2.713369	0.8717689910000104	148.905984
spf/ExSymExeStrings12.yml	true	true	3.090022	0.9923724610000022	128.434176	true	2.687394	0.9614291809999713	133.214208
spf/ExSymExeStrings13.yml	true	true	3.036096	1.027408022000003	128.372736	unknown	2.784881	0.9883901549999905	135.106560
spf/ExSymExeStrings15.yml	true	true	2.862598	1.0294976200000008	117.972992	true	2.744062	0.955733911999971	141.873152
spf/ExSymExeStrings17.yml	true	true	3.229062	1.0864847910000037	125.812736	true	2.873296	0.9675417880000055	146.714624
spf/ExSymExeStrings18.yml	true	true	2.728587	1.0416749629999913	117.313536	true	2.960951	0.980591440000012	147.701760
spf/ExSymExeStrings19.yml	true	true	4.050631	1.1694789519999915	172.683264	true	2.954849	1.149925545999963	137.064448
spf/ExSymExeStrings20.yml	true	true	3.157737	1.0337123269999893	133.779456	true	3.25091	1.0936973060000241	152.580096
spf/ExSymExeStrings21.yml	false	false	3.277879	1.1103865210000095	135.057408	false	2.806608	0.9785933640000053	134.963200
spf/ExSymExeStrings22.yml	false	false	3.580936	1.1090558830000248	142.372864	false	3.141135	1.0257049880000295	149.598208
spf/ExSymExeStrings23.yml	false	false	3.516461	1.1134748220000006	149.786624	false	3.107114	1.0614322220000076	150.859776
spf/ExSymExeStrings24.yml	true	true	3.439496	1.173020412999989	136.732672	true	3.381434	1.2097010740000087	143.290368
spf/ExSymExeStrings25.yml	true	true	3.265169	1.121577234	126.947328	true	2.95037	0.9951765339999952	148.267008
spf/ExSymExeStrings26.yml	true	true	3.333823	1.0653619960000071	138.743808	true	2.773879	0.9228623019999986	144.400384
spf/ExSymExeStrings27.yml	true	true	3.30212	1.1157323319999932	130.387968	true	2.668754	0.9435277339999857	134.463488
spf/ExSymExeStrings28.yml	true	true	3.257689	1.0400708640000005	130.080768	true	2.76451	0.9649741080000354	142.311424
spf/ExSymExeStrings29.yml	true	true	3.202407	1.0263322909999886	128.180224	true	2.556564	0.9348732770000083	134.107136
spf/ExSymExeStrings31.yml	true	true	3.107388	1.0974354150000067	149.540864	true	3.113328	1.0998484269999835	164.249600
spf/ExSymExeStrings32.yml	true	true	3.51185	1.1529037889999927	159.920128	true	3.051416	1.0510218580000128	170.070016
spf/ExSymExeStrings33.yml	true	true	3.676335	1.1248923030000242	162.516992	true	2.98289	1.0503275479999843	166.354944
spf/ExSymExeStrings34.yml	true	true	3.104863	1.0846780389999822	147.996672	true	2.81156	1.084949427999959	153.653248
spf/ExSymExeStrings39.yml	true	true	4.444682	1.3932546919999993	206.757888	true	3.081053	1.057358905000001	169.922560
spf/ExSymExeStrings40.yml	true	true	6.329976	1.8933171079999909	267.997184	true	4.060915	2.151689587000021	181.399552
spf/ExSymExeStrings43.yml	true	true	3.969734	1.2703201539999895	173.207552	true	3.316177	1.2311967329999902	175.058944
spf/ExSymExeStrings44.yml	true	true	3.919126	1.269226601000014	175.763456	true	3.066282	1.0878674840000144	172.343296
spf/ExSymExeStrings45.yml	true	true	3.335398	1.2004550850000157	155.738112	true	2.953211	1.004322381999998	169.017344
spf/ExSymExeStrings46.yml	true	true	3.194759	1.0999741130000018	136.138752	true	2.859223	0.9685764550000044	142.626816
spf/ExSymExeStrings52.yml	true	true	3.1394	1.1182385750000208	120.057856	true	3.298362	1.1066398240000126	148.668416
spf/ExSymExeStrings53.yml	true	true	3.283397	1.1013707760000102	129.445888	true	3.097412	1.0377342940000176	151.089152
spf/ExSymExeStringsFailed.yml	true	true	3.175568	1.0579596739999886	141.189120	true	2.915137	1.0087963299999956	143.888384
spf/GoodbyeWorld.yml	true	true	3.232936	1.0261342389999868	170.807296	true	2.532999	0.958455511000011	156.397568
