   BENCHMARK INFORMATION
SPF
benchmark definition:    ../../spf.xml
name:                    spf
run sets:                String-MAS.RuntimeException-Java, String-z3.RuntimeException-Java
date:                    Thu, 2025-11-20 13:34:00 MST
tool:                    SPF Thu Nov 20 01:30:44 PM MST 2025
tool executable:         ./jpf-sv-comp
options:
parallel runs:           4
resource limits:
- memory:                1000.0 MB
- time:                  30 s
hardware requirements:
- memory:                1000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    natwork
os:                      Linux-6.14.0-35-generic-x86_64-with-glibc2.39
cpu:                     Intel Core i7-10700 CPU @ 2.90GHz
- cores:                 16
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     33420.10368 MB
------------------------------------------------------------



String-MAS.RuntimeException-Java
Run set 1 of 2 with options '--string-dp MAS' and propertyfile 'None'

inputfile                                         status                       cpu time   wall time        host
securibench/Arrays9.yml                           true                             5.97        1.34        None
securibench/Refl4.yml                             true                             5.50        1.22        None
securibench/Pred9.yml                             true                             5.48        1.31        None
securibench/Arrays10.yml                          false                            5.50        1.26        None
securibench/Collections12.yml                     true                             5.32        1.29        None
securibench/Inter4.yml                            true                             6.72        1.92        None
securibench/Basic35.yml                           true                             7.35        2.52        None
securibench/Arrays7.yml                           true                             6.95        1.98        None
securibench/Datastructures5.yml                   true                            16.02       11.28        None
securibench/Collections7.yml                      true                             6.46        1.70        None
securibench/Inter1.yml                            true                             6.40        1.70        None
securibench/Inter2.yml                            true                             6.49        1.72        None
securibench/Arrays6.yml                           true                             6.61        1.79        None
securibench/Inter11.yml                           true                            15.50       10.68        None
securibench/Inter6.yml                            true                             6.35        1.75        None
securibench/Arrays8.yml                           true                             5.98        1.51        None
securibench/Session2.yml                          true                             6.16        1.51        None
securibench/Datastructures3.yml                   true                             6.02        1.51        None
securibench/Basic15.yml                           true                             6.24        1.57        None
securibench/Inter7.yml                            true                             6.33        1.54        None
securibench/Basic1.yml                            true                             6.43        1.52        None
securibench/Basic10.yml                           true                             6.12        1.55        None
securibench/Datastructures6.yml                   true                             9.57        2.46        None
securibench/Refl3.yml                             true                             6.55        1.88        None
securibench/Pred5.yml                             true                             6.64        1.78        None
securibench/Collections5.yml                      true                             6.71        1.83        None
securibench/Basic34.yml                           true                             6.84        1.89        None
securibench/Basic30.yml                           true                             6.73        1.93        None
securibench/Inter13.yml                           true                             6.91        1.95        None
securibench/Basic31.yml                           true                             6.90        1.83        None
jbmc-regression/StringValueOf10.yml               true                             3.26        1.25        None
jbmc-regression/StringBuilderChars02.yml          true                             3.73        1.23        None
jbmc-regression/StringStartEnd02.yml              true                             3.12        1.22        None
jbmc-regression/StringStartEnd03.yml              true                             3.33        1.15        None
jbmc-regression/CharSequenceToString.yml          true                             3.14        1.16        None
jbmc-regression/StringBuilderChars06.yml          true                             3.08        1.11        None
jbmc-regression/StringConcatenation04.yml         true                             3.26        1.13        None
jbmc-regression/StringBuilderCapLen02.yml         true                             3.02        1.05        None
jbmc-regression/StringContains02.yml              true                             2.93        1.07        None
jbmc-regression/StringConstructors04.yml          true                             3.01        1.05        None
jbmc-regression/StringConstructors02.yml          true                             2.82        1.06        None
jbmc-regression/StringContains01.yml              true                             2.95        1.05        None
jbmc-regression/bug-test-gen-095.yml              true                             2.87        1.08        None
jbmc-regression/StringConcatenation03.yml         true                             2.95        1.09        None
jbmc-regression/StringConcatenation02.yml         true                             2.93        1.02        None
jbmc-regression/StringConcatenation01.yml         true                             3.24        1.18        None
jbmc-regression/StringConstructors03.yml          true                             3.23        1.11        None
jbmc-regression/StringConstructors05.yml          true                             3.15        1.11        None
strings-MAS/UpperCaseTest.yml                     true                             5.83        3.66        None
strings-MAS/ReplaceTest.yml                       true                             3.25        1.10        None
strings-MAS/IsEmptyTest.yml                       true                             3.28        1.31        None
strings-MAS/ValueOfTest.yml                       true                             3.41        1.16        None
strings-MAS/ReverseTest.yml                       true                             3.56        1.83        None
strings-MAS/TrimTest.yml                          unknown                          2.68        0.96        None
strings-MAS/DeleteTest.yml                        true                             2.80        1.00        None
strings-MAS/HelloWorld.yml                        true                             2.57        0.92        None
strings-MAS/ContainsTest.yml                      TIMEOUT                         30.46       28.28        None
strings-MAS/InsertTest.yml                        true                             3.60        1.27        None
strings-MAS/LowerCaseTest.yml                     true                             5.61        3.69        None
strings-MAS/StartsWithTest.yml                    true                             3.33        1.19        None
strings-MAS/EndsWithTest.yml                      true                             3.02        1.04        None
strings-MAS/ConcatTest.yml                        true                             2.79        0.91        None
strings-MAS/CharAtTest.yml                        true                             2.83        0.94        None
spf/ExSymExeStrings03.yml                         unknown                          2.55        0.87        None
spf/ExSymExeStrings07.yml                         true                             2.84        0.97        None
spf/ExSymExeStrings09.yml                         true                             3.40        1.24        None
spf/ExSymExeStrings10.yml                         true                             2.71        1.01        None
spf/ExSymExeStrings11.yml                         unknown                          2.71        0.87        None
spf/ExSymExeStrings12.yml                         true                             2.69        0.96        None
spf/ExSymExeStrings13.yml                         unknown                          2.78        0.99        None
spf/ExSymExeStrings15.yml                         true                             2.74        0.96        None
spf/ExSymExeStrings17.yml                         true                             2.87        0.97        None
spf/ExSymExeStrings18.yml                         true                             2.96        0.98        None
spf/ExSymExeStrings19.yml                         true                             2.95        1.15        None
spf/ExSymExeStrings20.yml                         true                             3.25        1.09        None
spf/ExSymExeStrings21.yml                         false                            2.81        0.98        None
spf/ExSymExeStrings22.yml                         false                            3.14        1.03        None
spf/ExSymExeStrings23.yml                         false                            3.11        1.06        None
spf/ExSymExeStrings24.yml                         true                             3.38        1.21        None
spf/ExSymExeStrings25.yml                         true                             2.95        1.00        None
spf/ExSymExeStrings26.yml                         true                             2.77        0.92        None
spf/ExSymExeStrings27.yml                         true                             2.67        0.94        None
spf/ExSymExeStrings28.yml                         true                             2.76        0.96        None
spf/ExSymExeStrings29.yml                         true                             2.56        0.93        None
spf/ExSymExeStrings31.yml                         true                             3.11        1.10        None
spf/ExSymExeStrings32.yml                         true                             3.05        1.05        None
spf/ExSymExeStrings33.yml                         true                             2.98        1.05        None
spf/ExSymExeStrings34.yml                         true                             2.81        1.08        None
spf/ExSymExeStrings39.yml                         true                             3.08        1.06        None
spf/ExSymExeStrings40.yml                         true                             4.06        2.15        None
spf/ExSymExeStrings43.yml                         true                             3.32        1.23        None
spf/ExSymExeStrings44.yml                         true                             3.07        1.09        None
spf/ExSymExeStrings45.yml                         true                             2.95        1.00        None
spf/ExSymExeStrings46.yml                         true                             2.86        0.97        None
spf/ExSymExeStrings52.yml                         true                             3.30        1.11        None
spf/ExSymExeStrings53.yml                         true                             3.10        1.04        None
spf/ExSymExeStringsFailed.yml                     true                             2.92        1.01        None
spf/GoodbyeWorld.yml                              true                             2.53        0.96        None
---------------------------------------------------------------------------------------------------------------
Run set 2                                         done                           745.22       87.77           -

Statistics:            280 Files
  correct:             273
    correct true:      262
    correct false:      11
  incorrect:             0
    incorrect true:      0
    incorrect false:     0
  unknown:               7
  Score:               535 (max: 548)
